text,retweetCount,replyCount,likeCount,quoteCount,viewCount,timestamp,bookmarkCount,quote,text_length
RT @SpaceX: Watch Falcon 9 launch 52 Starlink satellites to orbit → https://t.co/bJFjLCzWdK  https://t.co/L2w1yHT2XG,5294,0,0,0,,2021-12-18 12:32:33+00:00,0,,116
"RT @SpaceX: More photos from last night's Falcon 9 launch of @NASA's IXPE mission to better understand black holes, neutron stars, and othe…",3728,0,0,0,,2021-12-09 18:12:36+00:00,0,,140
RT @SpaceX: All systems and weather are looking good ahead of tonight’s launch of IXPE for @NASA https://t.co/bJFjLCzWdK https://t.co/tCYnB…,2607,0,0,0,,2021-12-08 22:09:26+00:00,0,,140
RT @SpaceX: Watch Falcon 9 launch 48 Starlink satellites and two BlackSky spacecraft to orbit → https://t.co/bJFjLCzWdK  https://t.co/oAFVg…,2797,0,0,0,,2021-12-02 23:37:43+00:00,0,,140
RT @SpaceX: Targeting tonight at 6:12 p.m. EST for a Falcon 9 launch of 48 Starlink satellites and 2 BlackSky spacecraft to orbit from SLC-…,1698,0,0,0,,2021-12-02 17:43:45+00:00,0,,140
"RT @TeslaSolar: New Solar Roof tiles can deliver a 22% increase in power, resulting in more energy offset https://t.co/pxxPPgeB8s",3644,0,0,0,,2021-12-02 00:09:50+00:00,0,,129
RT @SpaceX: More photos from last night's Falcon 9 launch of @NASA's double asteroid redirection test → https://t.co/2ebfOrwNZZ https://t.c…,5321,0,0,0,,2021-11-24 15:54:29+00:00,0,,140
"RT @SpaceX: Deployment confirmed, @NASA’s DART is on its way to redirect an asteroid https://t.co/UTxkcJFcq0",4729,0,0,0,,2021-11-24 07:20:19+00:00,0,,108
RT @SpaceX: All systems and weather are looking good for tonight’s Falcon 9 launch of @NASA’s DART into an asteroid-intercepting interplane…,3037,0,0,0,,2021-11-23 19:08:19+00:00,0,,140
RT @SpaceX: Watch Falcon 9 launch @NASA’s DART mission – humanity’s first planetary defense test to redirect an asteroid https://t.co/bJFjL…,4176,0,0,0,,2021-11-24 06:36:31+00:00,0,,140
"RT @SpaceX: Static fire test complete – targeting Tuesday, November 23 at 10:21 p.m. PT for Falcon 9’s launch of @NASA’s Double Asteroid Re…",1721,0,0,0,,2021-11-19 20:23:33+00:00,0,,140
"RT @ConsumerReports: We surveyed car owners to find the most satisfying vehicles on the road. 

Rounding out the top 3 were the Tesla Model…",1826,0,0,0,,2021-11-15 00:21:50+00:00,0,,140
RT @SpaceX: Watch Falcon 9 launch 53 Starlink satellites to orbit → https://t.co/bJFjLCzWdK  https://t.co/dgHuF6SIZ4,3662,0,0,0,,2021-11-13 12:16:07+00:00,0,,116
RT @SpaceX: First 6-engine static fire test of Starship https://t.co/Bq3uryxEnl,6790,0,0,0,,2021-11-13 11:17:44+00:00,0,,79
"RT @NASA: Four new astronauts through the hatch and seven crewmembers total on the @Space_Station!

After almost exactly a day from launch,…",4373,0,0,0,,2021-11-12 09:04:20+00:00,0,,140
RT @SpaceX: Watch Falcon 9 launch Dragon with four astronauts on board to the @space_station → https://t.co/bJFjLCzWdK https://t.co/6UDoESJ…,3278,0,0,0,,2021-11-11 02:01:58+00:00,0,,140
RT @TeslaCharging: 30k Superchargers around the world — and counting https://t.co/Yw7m3cJ6HA,3594,0,0,0,,2021-11-11 19:05:14+00:00,0,,92
"RT @SpaceX: Jupiter, Saturn, the Moon, and Venus above Falcon and Dragon tonight https://t.co/S76YV1XTV2",7812,0,0,0,,2021-11-10 04:07:29+00:00,0,,104
RT @SpaceX: Watch Dragon depart the @space_station and return to Earth with Crew-2 astronauts → https://t.co/bJFjLCzWdK https://t.co/5Pb3Ct…,2383,0,0,0,,2021-11-08 19:08:07+00:00,0,,140
RT @SpaceX: Crew-2 astronauts have donned their spacesuits ahead of Dragon's reentry into the Earth's atmosphere https://t.co/1kKg2iH7ZA,2564,0,0,0,,2021-11-09 01:40:46+00:00,0,,136
"RT @NASA: This is what teamwork sounds like.

As @SpaceX's Crew Dragon Endeavour begins its flyaround of the @Space_Station, @Astro_Sabot s…",2210,0,0,0,,2021-11-08 20:23:04+00:00,0,,140
"RT @SpaceX: After a six-month stay, Dragon and the Crew-2 astronauts are set to depart the @space_station today at ~2:00 p.m. ET → https://…",1572,0,0,0,,2021-11-08 17:40:26+00:00,0,,140
"RT @SpaceX: Following Crew-2’s return to Earth, Falcon 9 will launch Dragon’s third long-duration crew mission to the @Space_Station as soo…",2461,0,0,0,,2021-11-08 17:40:31+00:00,0,,140
RT @Tesla: Happy Halloween 🎃 https://t.co/d5ijx1PDjW,5116,0,0,0,,2021-11-01 03:40:07+00:00,0,,52
"RT @SpaceX: Falcon 9 and Dragon are looking good for Sunday morning’s launch. Weather forecast is 80% favorable for liftoff, while teams ar…",3346,0,0,0,,2021-10-29 15:08:16+00:00,0,,140
"RT @SpaceX: Crew-3 astronauts, SpaceX, and @NASA completed a full rehearsal of launch day activities https://t.co/6SxIhIkT8M",3155,0,0,0,,2021-10-30 05:12:24+00:00,0,,124
RT @SpaceX: Timelapse of Falcon 9 and Dragon going vertical https://t.co/WEp20JfU9t,5208,0,0,0,,2021-10-28 15:45:13+00:00,0,,83
RT @SpaceX: Falcon 9 and Dragon vertical on Launch Complex 39A https://t.co/niQOr2lpZQ,4085,0,0,0,,2021-10-27 23:36:52+00:00,0,,86
RT @AstroMarshburn: Endurance has arrived at the Hangar! We can’t wait to ride this @SpaceX Dragon to the @Space_Station in a few days… htt…,2810,0,0,0,,2021-10-27 01:58:07+00:00,0,,140
RT @SpaceX: Gateway to Mars https://t.co/cej13QdyJP,19258,0,0,0,,2021-10-24 00:27:02+00:00,0,,51
RT @SpaceX: First firing of a Raptor vacuum engine integrated onto a Starship https://t.co/uCNAt8Kwzo,7648,0,0,0,,2021-10-22 01:02:57+00:00,0,,101
"RT @boringcompany: Vegas Loop is expanding - 29 miles and 51 stations! 
Thanks to the Clark County team for the great partnership and to th…",2079,0,0,0,,2021-10-20 22:01:07+00:00,0,,140
RT @SpaceX: Crew-3 astronauts test out their flight hardware ahead of launch later this month https://t.co/nRW2mM6MpM,3291,0,0,0,,2021-10-14 08:58:42+00:00,0,,117
RT @tobilindh: Party at #GigaBerlin https://t.co/ZvqARpueOp,1741,0,0,0,,2021-10-09 20:28:27+00:00,0,,59
RT @teslaownersSV: Giga Berlin right now 😳🤯 @elonmusk https://t.co/ExC4bKKRa9,2134,0,0,0,,2021-10-09 19:15:17+00:00,0,,77
RT @Tesla: Tesla Shareholder Meeting https://t.co/uEv7dE43dC,1783,0,0,0,,2021-10-07 21:46:11+00:00,0,,60
"RT @SpaceX: After its ~one-month stay at the @space_station, the Dragon spacecraft supporting SpaceX’s 23rd resupply mission for @NASA will…",3026,0,0,0,,2021-09-30 13:21:11+00:00,0,,140
"RT @Tesla: NYC as seen through Model Y glass roof

📸: @Virus_City_ https://t.co/qY8TODtIQC",4142,0,0,0,,2021-10-05 10:12:45+00:00,0,,90
RT @SpaceX: More pics from @inspiration4x return → https://t.co/095WHX44BX https://t.co/Rxb49W4arV,3702,0,0,0,,2021-09-24 03:30:51+00:00,0,,98
"RT @DrSianProctor: The moment when me and my amazing crew, @rookisaacman, @ArceneauxHayley, @ChrisSembroski opened up the @SpaceX cupola fo…",6711,0,0,0,,2021-09-21 20:45:46+00:00,0,,140
RT @Tesla: Solar Roof powers Buffalo Heritage Carousel in NY 🌞 https://t.co/cxFFwmuQ2e,2854,0,0,0,,2021-09-21 16:55:11+00:00,0,,86
"RT @SpaceX: Splashdown! Welcome back to planet Earth, @Inspiration4x! https://t.co/94yLjMBqWt",14043,0,0,0,,2021-09-18 23:12:22+00:00,0,,93
RT @SpaceX: Dragon has entered its last orbit before reentry and splashdown → https://t.co/bJFjLCzWdK https://t.co/rAeaXJLLIb,1978,0,0,0,,2021-09-18 21:41:06+00:00,0,,125
RT @SpaceX: Orbital moonrise https://t.co/vrx8Jzeu1t,4255,0,0,0,,2021-09-18 19:01:40+00:00,0,,52
"RT @inspiration4x: Our crew chatted from space with the patients of @StJude! Watch the event here: https://t.co/LP6ZHOO8cq

Support St. Jud…",1468,0,0,0,,2021-09-17 21:45:11+00:00,0,,140
RT @SpaceX: The @Inspiration4x crew will share a live on-orbit update about their multi-day journey aboard the Dragon spacecraft at ~5:00 p…,2456,0,0,0,,2021-09-17 17:33:45+00:00,0,,140
"RT @SpaceX: The @inspiration4x crew is set to return to Earth on Saturday, September 18 with a targeted splashdown at 7:06 p.m. EDT in the…",2029,0,0,0,,2021-09-17 21:45:15+00:00,0,,139
RT @inspiration4x: The crew of #Inspiration4 had an incredible first day in space! They’ve completed more than 15 orbits around planet Eart…,8551,0,0,0,,2021-09-17 05:47:16+00:00,0,,140
RT @SpaceX: View from Dragon’s cupola https://t.co/Z2qwKZR2lK,13677,0,0,0,,2021-09-16 05:24:18+00:00,0,,61
"RT @SpaceX: During their multi-day journey, the @Inspiration4x crew will conduct scientific research designed to advance human health on Ea…",1587,0,0,0,,2021-09-15 21:55:55+00:00,0,,140
RT @SpaceX: Crew send off before they make their way to Launch Complex 39A https://t.co/pa5pXaAdNm,3884,0,0,0,,2021-09-15 20:07:54+00:00,0,,98
RT @SpaceX: All systems and weather are looking good for today’s Falcon 9 launch of Dragon’s first all-civilian spaceflight. Webcast will g…,3728,0,0,0,,2021-09-15 19:30:22+00:00,0,,140
RT @SpaceX: Falcon 9 and Dragon on pad 39A in Florida. Five-hour launch window for @inspiration4x opens at 8:02 p.m. EDT on September 15 ht…,3522,0,0,0,,2021-09-15 05:43:34+00:00,0,,140
RT @SpaceX: Dragon’s first all-civilian crew https://t.co/bJFjLCilmc https://t.co/BefnuerQa2,6195,0,0,0,,2021-09-14 09:12:21+00:00,0,,92
"RT @inspiration4x: Our #Inspiration4 crew has completed astronaut training at @SpaceX’s headquarters in Hawthorne, CA and is en route to Ke…",1936,0,0,0,,2021-09-10 19:56:03+00:00,0,,140
RT @SpaceX: Falcon 9 and Dragon in the hangar at Launch Complex 39A ahead of launching @inspiration4x https://t.co/xSygsTmuHY,3129,0,0,0,,2021-09-11 02:04:49+00:00,0,,125
"RT @netflix: On Sept 6, you’ll meet the four civilians going into space.
On Sept 13, you’ll see them prepare.
On Sept 15, you’ll watch the…",6968,0,0,0,,2021-09-06 17:46:56+00:00,0,,139
"RT @ErcXspace: Starbase 2023.

#SpaceX #Starship https://t.co/FGcbtZvOCc",5556,0,0,0,,2021-09-04 04:04:40+00:00,0,,72
"RT @Tesla_AI: Giga Texas production now uses FSD Unsupervised to deliver cars from end of line to the outbound logistics lot. 

Over 50,000…",914,387,5436,134,551510,2025-04-13 21:27:08+00:00,285,,140
"RT @howardlutnick: Calling U.S. factory workers 'cobblers' is insulting. President Trump is focused on bringing back high tech, high paying…",1586,1298,8337,91,1006844,2025-04-13 17:48:40+00:00,277,,140
RT @SawyerMerritt: SpaceX offers up to $25k to security researchers who can hack Starlink. https://t.co/9QyItGTApO,780,398,4083,37,925510,2025-04-13 17:02:25+00:00,156,,114
RT @cb_doge: 𝕏 is the front page of the world.,744,701,5174,36,924263,2025-04-13 17:00:58+00:00,77,,46
"RT @Starlink: Starlink connects you to the world with a clear view of the sky.

This means access to information, healthcare, online classe…",967,444,5937,44,1631182,2025-04-13 14:59:36+00:00,140,,140
RT @Tesla: No outages with Powerwall,948,437,5511,31,1973411,2025-04-13 14:24:32+00:00,164,,36
RT @Gfilche: 40M views  👀 @cybertruck winning ⚡️,1283,609,7830,33,2090551,2025-04-13 07:30:26+00:00,153,,48
"RT @DOGE: Follow-up on Defend the Spend:

Since the system was launched, over $700M in daily payments have been subject to payment justific…",3538,756,19217,107,3090892,2025-04-13 07:29:39+00:00,384,,140
"RT @MarioNawfal: WHILE DEMS SCREAM, ELON IS REWRITING HUMANITY'S FUTURE

While Democrats freak out, Elon is casually slashing $1T from fede…",2935,962,14742,93,2218311,2025-04-13 07:29:10+00:00,507,,140
"RT @DOGE: Contract update!

Yesterday, agencies terminated 102 wasteful contracts with a ceiling value of ~$215M and savings of ~$100M, inc…",4341,996,24135,106,1810770,2025-04-13 07:27:59+00:00,380,,140
"RT @SpaceX: Falcon 9 lifts off from Florida, adding 21 @Starlink satellites to the constellation and completing our 400th overall mission w…",2372,761,14795,105,1572501,2025-04-13 07:27:41+00:00,318,,140
RT @SawyerMerritt: Steak 'n Shake had Tesla giving demo drives at one of their restaurants today. https://t.co/YZHCXGsziE,1579,316,13320,42,1766363,2025-04-13 07:27:25+00:00,146,,121
"RT @techdevnotes: xAI has released a Cookbook for API Developers!

""A collection of pragmatic, real-world examples guiding you from basic t…",674,139,2809,14,955227,2025-04-13 07:24:02+00:00,792,,140
"RT @ElonClipsX: Piers Morgan: They can't crush Elon on policy, so they try to crush him with violence.

“Elon Musk has sacrificed his busin…",2772,560,13628,101,1191616,2025-04-13 07:20:39+00:00,654,,140
RT @stillgray: Elon Musk and Donald Trump at the UFC. https://t.co/r8ajtnETo4,1539,632,13657,50,1196729,2025-04-13 07:20:27+00:00,315,,77
RT @TeslaBoomerMama: Love this image sooo much https://t.co/4wxza1VPec,849,367,7829,35,1177536,2025-04-13 07:15:38+00:00,233,,70
RT @johnkrausphotos: Falcon 9 transits the 100% full Moon during tonight’s 8:53:30pm ET launch of 21 Starlink satellites from Florida 🚀🌕 ht…,2874,1178,18394,210,1679314,2025-04-13 02:31:42+00:00,791,,140
"RT @MarshaBlackburn: It’s corrupt: @DOGE found that 6,300 aliens admitted with criminal or terror ties went on to receive a SSN and benefit…",6587,2109,22151,230,1863362,2025-04-12 19:30:54+00:00,616,,140
"RT @Teslaconomics: I don’t know about you guys, but this is how I have my coffee in the morning ☕️ https://t.co/3vm0B7ynsH",3809,3275,25437,286,2487015,2025-04-12 14:23:46+00:00,1281,,122
RT @NatReconOfc: MISSION SUCCESS: NROL-192 launched today at 8:25 a.m. EDT on a @SpaceX Falcon 9 rocket from Vandenberg Space Force Base.…,1287,457,4611,31,1400256,2025-04-12 14:22:40+00:00,95,,138
"RT @the_jefferymead: Nearly 9 out of 10 times a Black person is murdered in America, the killer is also Black.

That’s not a “white suprema…",8797,1595,45627,295,1945377,2025-04-12 14:11:39+00:00,2733,,140
"RT @WallStreetApes: Democrats love DOGE

Bill Clinton fired 377,000 federal workers and everyone loved it

“Tonight at midnight, America pu…",6369,1087,18320,240,1645036,2025-04-12 14:07:16+00:00,2668,,140
RT @SpaceX: Falcon 9’s first stage has landed on the Of Course I Still Love You droneship https://t.co/dWosHWKoPm,2637,974,16405,130,1618126,2025-04-12 13:48:16+00:00,390,,113
RT @SpaceX: Liftoff! https://t.co/r4loES5iG0,2833,821,18710,99,1626916,2025-04-12 13:40:42+00:00,363,,44
"RT @cb_doge: Elon Musk is just trying to do good things.

-DOGE is saving tax dollars.

-Neuralink is finding cures for paralysis &amp; blindne…",4845,2846,23919,242,1806041,2025-04-12 06:40:34+00:00,693,,144
RT @TheRabbitHole84: 🤦‍♂️ https://t.co/00qnmxFrNG,5251,1237,36367,170,2132160,2025-04-12 05:02:44+00:00,1128,,49
"RT @amuse: DOGE: The NIH has been funnelling millions to an NGO, The Center for Innovative Public Health Research, which sends text message…",4238,1417,10188,326,1419527,2025-04-12 04:54:01+00:00,932,,140
"RT @GuntherEagleman: Trump is GOING OFF about the k*lling of White farmers in South Africa. 

Wonder why the media won't cover this? https:…",19624,4015,65080,476,2687717,2025-04-12 04:42:04+00:00,1322,,140
"RT @MarioNawfal: 🚨🇺🇸STEPHEN MILLER: BIDEN ADMIN TRAFFICKED 500,000 CHILDREN INTO THE U.S.

“If you put a child in a truck and cross state l…",12781,1394,34263,424,2605856,2025-04-12 04:41:51+00:00,1458,,140
RT @Rothmus: 🔥🔥 https://t.co/jwJq3MqgX0,1946,400,14910,77,1259844,2025-04-12 04:34:41+00:00,382,,39
"RT @MarioNawfal: ELON: THE MORE PEOPLE PRODUCE USEFUL THINGS, THE BETTER OFF THE COUNTRY WILL BE

“As government spending is made more effi…",1807,803,7822,48,1819631,2025-04-12 04:26:32+00:00,328,,140
RT @EndWokeness: You will not see this plane accident chart on TV because it doesn't fit the narrative https://t.co/0qUHJvwHjr,10713,1205,38850,454,2710414,2025-04-11 20:39:15+00:00,7210,,126
"RT @cremieuxrecueil: The exciting news about GLP-1 drugs just doesn't stop rolling in.

They may halt the progression of many life-changing…",1835,783,9784,132,2277292,2025-04-11 18:44:04+00:00,2542,,140
RT @WhiteHouse: Ksenia Karelina just landed back home in America—the 45th U.S. citizen freed by President Donald J. Trump in just 9 weeks.…,6329,1700,37565,292,2153764,2025-04-11 18:28:55+00:00,932,,139
RT @TheRabbitHole84: Political incentives shape attitudes https://t.co/h1fYuilbfj,2200,536,11785,79,1498490,2025-04-11 18:27:46+00:00,340,,81
"RT @AntonioGracias: From DC to the border, there are very good people at CPB who pointed this tragedy out to us. They were following orders…",1509,327,5950,15,1856897,2025-04-11 16:01:04+00:00,135,,140
RT @elonmusk: @ArthurMacwaters @TheRabbitHole84 @SkepResCenter https://t.co/xMDbuzk3A2,1491,649,4473,43,1236239,2025-04-11 16:00:47+00:00,152,,86
"RT @teslaownersSV: Elon Musk: ""What's better than saying trust me is just full transparency. That's what we are doing with the DOGE.""
 http…",5144,1062,23697,206,1195701,2025-04-11 15:51:38+00:00,1628,,140
"RT @amuse: DOGE: The Trump administration is revoking parole for 6,300 immigrants flagged either on the FBI’s Terrorist Screening Center wa…",2723,607,9885,95,1859010,2025-04-11 15:09:48+00:00,261,,140
"RT @ElonFactsX: “A lot of people said that rocket reusability was a dumb idea.

We've shown that, in fact, it is absolutely the right idea.…",2151,961,13242,77,1126540,2025-04-11 15:07:27+00:00,241,,140
"RT @libsoftiktok: MUST WATCH: Dad OBLITERATES @JeffcoSchoolsCo after they fed his daughter lies about him, alienated her, and undermined hi…",12937,1931,45725,713,2266219,2025-04-11 12:11:02+00:00,3760,,140
"RT @teslaownersSV: ""I'm excited to announce that we anticipate savings in FY26 from reduction of waste and fraud by $150 billion. Some of i…",2197,753,9913,71,1146419,2025-04-11 12:07:01+00:00,354,,140
"RT @xdNiBoR: This is insane 🤯

Starlink was used to LIVESTREAM video from fast moving helicopters to give full course coverage of an off-ro…",1525,368,7860,69,1244158,2025-04-11 12:06:11+00:00,364,,140
RT @libsoftiktok: UNREAL. Democrats in Colorado are pushing through a RADICAL transgender bill that would allow courts to take children awa…,4992,1498,16524,339,1261422,2025-04-11 12:05:24+00:00,726,,140
"RT @libsoftiktok: WOW. DNI Tulsi Gabbard confirms voting machines can be hacked:

""We have evidence of how these electronic voting systems…",4223,1216,18300,222,1451298,2025-04-11 11:37:58+00:00,718,,139
"RT @ElonClipsX: Elon Musk: As a system, Starship is thousands of times more capable than Saturn V.

“Starship is 2.5 times the thrust of a…",1740,518,8490,66,1243121,2025-04-11 06:04:28+00:00,334,,139
RT @wmorrill3: More efficient. More affordable. Long Range Cybertruck brings all-wheel stability and traction control plus a rear locking d…,1623,828,10160,96,1760141,2025-04-11 06:04:11+00:00,261,,140
"RT @teslaownersSV: ""AI needs to say the truth &amp; know the truth, even if the truth is unpopular” 

Elon Musk
 https://t.co/op3xbqgswz",2664,1291,13220,155,1122636,2025-04-11 06:00:36+00:00,635,,136
RT @DOGE: Great partnership between @SecDef @DeptofDefense @DOGE,4446,1133,24507,115,2781908,2025-04-11 05:55:04+00:00,644,,64
"RT @techdevnotes: xAI has improved the UX of Voice with respect to Real Time web search 

Previously it used to use Thinking wore like ""Let…",807,174,2625,12,1683098,2025-04-11 05:47:53+00:00,101,,140
"RT @MarioNawfal: ELON: DEMS ATTRACTED AND RETAINED ILLEGALS BY PAYING THEM THROUGH ENTITLEMENTS

“Most of the federal spending is entitleme…",8029,782,21394,184,1684681,2025-04-11 05:46:21+00:00,931,,140
RT @Rothmus: 🔥🔥 https://t.co/1tjMMNIFK5,1532,541,9450,70,1154358,2025-04-11 05:42:05+00:00,162,,39
RT @BasedMikeLee: Hillary Clinton argues that the SAVE Act “threatens voting access” for “69 million women whose married names don’t match…,6680,2794,30961,280,2611172,2025-04-11 05:17:41+00:00,917,,139
"RT @teslaownersSV: “The woke mind virus is communism rebranded” 
Elon Musk
 https://t.co/QSiLuyboCG",2136,564,9999,72,948523,2025-04-11 05:16:32+00:00,474,,99
"RT @techdevnotes: Grok 3 is now in Cursor!

It's FAST and it's amazing! https://t.co/sbiLmWsB44",832,304,4056,33,1160314,2025-04-11 05:14:04+00:00,297,,95
"RT @cb_doge: 🚨 ELON MUSK: Some of the waste &amp; fraud we found is just absurd, like people getting unemployment insurance who haven't been bo…",2746,619,11699,61,962093,2025-04-11 05:06:54+00:00,433,,144
"RT @VigilantFox: BREAKING: Pam Bondi just confirmed that a MASSIVE Tesla terrorist arrest is coming.

“Within the next 24 hours, you’re goi…",9552,1569,45632,329,1467710,2025-04-11 04:57:22+00:00,1067,,140
RT @AutismCapital: 🚨 JOE ROGAN: “The word retarded is back and it’s one of the great culture victories.” https://t.co/WiASglTBc6,2945,818,30076,312,2092213,2025-04-11 04:45:58+00:00,1689,,128
"RT @teslaeurope: A new era

Launching in the Kingdom of Saudi Arabia today 🇸🇦 https://t.co/UyFgilD2kf",2330,597,14850,220,1753064,2025-04-11 04:45:21+00:00,668,,101
"RT @SawyerMerritt: Tesla has released 11 new beautiful 4K images of the new Model Y.

Click on a photo then long press to view in 4K. Threa…",1239,423,11035,47,3707637,2025-04-11 04:36:44+00:00,659,,140
"RT @ID_AA_Carmack: I have never seen it expressed exactly like that, but I wholeheartedly endorse it:

Feedback beats planning.

My plea at…",1756,499,10789,136,2585908,2025-04-10 22:36:03+00:00,1926,,140
RT @edwards345: True.,3403,1591,20587,90,2946445,2025-04-10 08:43:07+00:00,477,,21
RT @AdamGhetti: Grok-3-mini-fast really is chasing that efficient frontier. There are benchmarks and then there are results purely measured…,1187,403,4957,19,1805323,2025-04-10 08:39:56+00:00,130,,140
"RT @PeterSweden7: IT HAPPENED

The conservative AfD party is now the LARGEST party in Germany in latest poll.

This is a political earthqua…",4186,968,29441,107,1768224,2025-04-10 08:39:31+00:00,357,,140
"RT @teslaownersSV: “I just like working, making products people love and spending time with friends and family.”
Elon Musk https://t.co/oVi…",2436,813,12511,67,1428278,2025-04-10 08:30:30+00:00,421,,140
"RT @cb_doge: It's pretty cool that you can play and stream a real time video game, from an airplane. https://t.co/JZnCmnU7z5",1524,704,7032,59,1431363,2025-04-10 08:28:39+00:00,289,,124
RT @elonmusk: @amasad Grok gets jokes https://t.co/321tVHv8Y8,1480,539,4649,27,1360127,2025-04-10 08:27:46+00:00,135,,61
"RT @IanJaeger29: BREAKING: El Salvador has been upgraded to level 1 travel advisory, listing it as one of the safest tourism destinations o…",14036,1377,104004,493,2582669,2025-04-10 06:16:15+00:00,2099,,140
"RT @teslaownersSV: Nvidia CEO Jensen on Elon Musk and @xAI 

“Never been done before – xAI did in 19 days what everyone else needs one year…",1973,299,8511,67,1185612,2025-04-10 06:15:58+00:00,873,,140
"RT @teslaownersSV: ""I am accumulating resources to help make life multiplanetary &amp; extend the light of consciousness to the stars.""

Elon M…",1537,586,7020,40,1140784,2025-04-10 06:14:30+00:00,213,,144
"RT @teslaownersSV: Elon Musk
""When you have a decline in religion and increase in secular nature of society, for most people they need some…",3350,1713,15742,225,1367348,2025-04-10 06:10:05+00:00,1604,,140
"RT @MarioNawfal: 🚨🇨🇳 TESLA CHINA SALES SURGE 177% IN MARCH—NEW MODEL Y FUELS DOMESTIC DOMINANCE

Tesla China just posted a 78,828-unit Marc…",1908,508,9229,98,2338204,2025-04-10 05:34:21+00:00,318,,140
RT @charliekirk11: DOGE just updated its website eclipsing $150 BILLION in savings 🔥🔥 https://t.co/nFr6eyvVky,5040,1609,26955,174,1591278,2025-04-10 05:23:15+00:00,586,,109
"RT @libsoftiktok: Holy shlit. DOGE just revealed insane unemployment benefits fraud totaling $382M:

- 24.5k people over 115 years old clai…",11994,1800,44174,357,2056498,2025-04-10 05:18:55+00:00,1892,,140
RT @teslaownersSV: Thank you Elon Musk for an exciting future https://t.co/mYoSKhMvoe,2828,922,16690,103,1460061,2025-04-09 22:20:51+00:00,372,,85
"RT @amuse: WATER PRESSURE: It only took 29 years, but Jerry Seinfeld's complaint about government-mandated, low-flow showerheads was finall…",9696,1279,48393,497,2477192,2025-04-09 22:15:07+00:00,3944,,140
"RT @farzyness: Grok being embedded with X during this tariff fiasco is such an insanely killer app.

The amount of new info I'm learning is…",1505,546,9830,38,1502934,2025-04-09 17:41:26+00:00,191,,140
"RT @DOGE: Contract update!

In the last two days, agencies terminated 108 wasteful contracts with a ceiling value of $205M and savings of $…",6465,1578,30069,193,1837376,2025-04-09 16:04:39+00:00,476,,140
"RT @ElonClipsX: Elon Musk: Shallow empathy is caring about criminals. Deep empathy is caring about the victims of the criminals.

“The good…",2854,880,12105,131,1246506,2025-04-09 15:32:59+00:00,661,,140
RT @DefiyantlyFree: DOGE found that immigration officials gave asylum seekers work authorization documents just 5 months after they claimed…,2627,410,8512,51,1117825,2025-04-09 15:30:44+00:00,273,,140
RT @DavidSacks: This is promising: the U.S. Attorney for the greater Los Angeles area has announced a major investigation into fraud and co…,3105,881,18039,122,1661709,2025-04-09 15:04:31+00:00,361,,140
"RT @amuse: DOGE: The NIH has been quietly funding a nonprofit that sends direct messages to hundreds of minors’ cellphones, promoting conte…",10205,2339,19850,1004,2020666,2025-04-09 14:44:08+00:00,1919,,140
RT @Alice_Weidel: Der Aufwärtstrend für die AfD in den Umfragen verfestigt sich! Es wird immer deutlicher: CDU/CSU und SPD können es nicht!…,3970,1504,27471,124,2140927,2025-04-09 08:51:24+00:00,369,,140
"RT @ElonClipsX: Victor Davis Hanson: Elon Musk is a Renaissance man, a Da Vinci of our age—and Democrats hate that.

“Elon Musk represents…",4592,1032,18020,190,1583870,2025-04-09 08:16:50+00:00,1181,,139
"RT @teslaownersSV: “You’ve got to look at Elon Musk, at SpaceX, Tesla, Neuralink – the guy is our Einstein. I'd like to be helpful to him a…",3915,789,21031,101,1491613,2025-04-09 08:16:21+00:00,768,,140
"RT @MarioNawfal: Former WSJ reporter @AsraNomani  and her Pearl Project names who are actually paying for the attacks...

https://t.co/NIHr…",7183,1034,21467,444,3222443,2025-04-09 06:56:34+00:00,2513,,140
RT @AutismCapital: Literally mind blowing. Speechless. 🤯 https://t.co/uo3S7XqgnV,9154,1622,33098,663,4142219,2025-04-09 06:13:43+00:00,2764,,80
RT @elonmusk: @WallStreetMav Those who financed the attacks against Tesla will go to prison,6116,4095,46421,382,6433319,2025-04-08 19:28:14+00:00,584,,91
RT @AntiLeftMemes: @cb_doge Exactly! https://t.co/v59aH4hzEz,3462,934,23056,71,2183355,2025-04-08 19:27:51+00:00,292,,60
"RT @MarioNawfal: 🚨🇺🇸TESLA IS THE MOST VERTICALLY INTEGRATED, AMERICAN-MADE CAR COMPANY

Unlike legacy auto giants that outsource everything…",3194,999,15837,111,3073650,2025-04-08 18:38:05+00:00,509,,140
"RT @libsoftiktok: HOLY SHLIT: DOGE found that MILLIONS of illegals were given Social Security numbers over the last 4 years, with 1.3 milli…",27816,3532,93653,1257,4401248,2025-04-08 18:37:14+00:00,5956,,140
"RT @MarioNawfal: ELON: DOGE IS CRUCIAL TO SAVING MEDICARE AND SOCIAL SECURITY

“The actions that we're taking [with DOGE] with the support…",3203,695,12566,73,2728149,2025-04-08 18:05:07+00:00,391,,139
"RT @ElonClipsX: Walter Isaacson: Those who don't want Elon Musk to control so many industries should learn to get stuff done too.

“Why is…",2507,464,11110,88,1699802,2025-04-08 18:04:42+00:00,1179,,139
RT @GuntherEagleman: Thank you DOGE. https://t.co/KjpO9kJwKx,3616,1002,19072,103,2444053,2025-04-08 05:59:47+00:00,337,,60
